BioProject,Run,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
PRJNA818470,SRR18460560,Aspergillus steynii,306088,S,281131,41,281172,0.51083
PRJNA818470,SRR18460560,Aspergillus flavus,5059,S,118743,2972,121715,0.22113
PRJNA818470,SRR18460561,Bacillus cereus,1396,S,23543,174694,198237,0.42384
PRJNA818470,SRR18460561,Actinomyces oris,544580,S,154315,9210,163525,0.34962
PRJNA818470,SRR18460561,Enterobacter sp. T2,2707174,S,5036,54861,59897,0.12806
PRJNA818470,SRR18460562,Aspergillus steynii,306088,S,246212,124,246336,0.59713
PRJNA818470,SRR18460562,Bacillus cereus,1396,S,25914,72922,98836,0.23958
PRJNA818470,SRR18460562,Enterobacter sp. T2,2707174,S,9107,35942,45049,0.10920
PRJNA818470,SRR18460563,Bacillus cereus,1396,S,5134,124827,129961,0.46791
PRJNA818470,SRR18460563,Enterobacter sp. T2,2707174,S,1798,68718,70516,0.25388
PRJNA818470,SRR18460563,Actinomyces oris,544580,S,35954,7455,43409,0.15629
PRJNA818470,SRR18460564,Actinomyces oris,544580,S,163770,147,163917,0.52815
PRJNA818470,SRR18460564,Malassezia restricta,76775,S,66500,0,66500,0.21427
PRJNA818470,SRR18460564,Enterobacter sp. T2,2707174,S,35189,9030,44219,0.14248
PRJNA818470,SRR18460768,Candida albicans,5476,S,681631,8,681639,0.70670
PRJNA818470,SRR18460768,Enterobacter sp. T2,2707174,S,139910,3551,143461,0.14874
PRJNA818470,SRR18460769,Actinomyces oris,544580,S,155124,1513,156637,0.82430
PRJNA818470,SRR18460770,Aspergillus fumigatus,746128,S,772590,455,773045,0.90472
PRJNA818470,SRR18460771,Enterobacter sp. T2,2707174,S,4196,9541,13737,0.19096
PRJNA818470,SRR18460771,Janthinobacterium agaricidamnosum,55508,S,10926,15,10941,0.15209
PRJNA818470,SRR18460771,Pseudomonas sp. CIP-10,2892442,S,6758,3427,10185,0.14158
PRJNA818470,SRR18460771,Actinomyces oris,544580,S,9981,125,10106,0.14049
PRJNA818470,SRR18460771,Bacillus cereus,1396,S,1744,6897,8641,0.12012
PRJNA818470,SRR18460771,Malassezia restricta,76775,S,7808,0,7808,0.10854
PRJNA818470,SRR18460772,Enterobacter sp. T2,2707174,S,9404,20997,30401,0.17267
PRJNA818470,SRR18460772,Janthinobacterium agaricidamnosum,55508,S,26846,40,26886,0.15271
PRJNA818470,SRR18460772,Actinomyces oris,544580,S,24365,330,24695,0.14026
PRJNA818470,SRR18460772,Malassezia restricta,76775,S,23452,2,23454,0.13322
PRJNA818470,SRR18460772,Pseudomonas sp. CIP-10,2892442,S,14047,7319,21366,0.12136
PRJNA818470,SRR18460772,synthetic construct,32630,S,19153,0,19153,0.10879
PRJNA818470,SRR18460772,Bacillus cereus,1396,S,3184,15396,18580,0.10553
PRJNA818470,SRR18460773,Malassezia restricta,76775,S,620061,303,620364,0.82353
PRJNA818470,SRR18460773,Bartonella krasnovii,2267275,S,84104,38,84142,0.11170
PRJNA818470,SRR18460774,synthetic construct,32630,S,9206,0,9206,0.18794
PRJNA818470,SRR18460774,Enterobacter sp. T2,2707174,S,3072,5237,8309,0.16962
PRJNA818470,SRR18460774,Janthinobacterium agaricidamnosum,55508,S,7613,8,7621,0.15558
PRJNA818470,SRR18460774,Pseudomonas sp. CIP-10,2892442,S,5062,1949,7011,0.14313
PRJNA818470,SRR18460774,Actinomyces oris,544580,S,6207,63,6270,0.12800
PRJNA818470,SRR18460775,Malassezia restricta,76775,S,403552,844,404396,0.79862
PRJNA818470,SRR18460775,synthetic construct,32630,S,76351,0,76351,0.15078
PRJNA818470,SRR18460776,Aspergillus fumigatus,746128,S,466942,4826,471768,0.51241
PRJNA818470,SRR18460776,Aspergillus steynii,306088,S,250780,30,250810,0.27242
PRJNA818470,SRR18460776,synthetic construct,32630,S,159598,0,159598,0.17335
PRJNA818470,SRR18460777,Candida albicans,5476,S,540183,10,540193,0.67515
PRJNA818470,SRR18460777,Enterobacter sp. T2,2707174,S,138195,5269,143464,0.17931
PRJNA818470,SRR18460778,Enterobacter sp. T2,2707174,S,739309,5979,745288,0.75317
PRJNA818470,SRR18460778,Candida albicans,5476,S,185809,7,185816,0.18778
PRJNA818470,SRR18460779,Malassezia restricta,76775,S,244784,67,244851,0.30575
PRJNA818470,SRR18460779,Bacillus cereus,1396,S,169709,58591,228300,0.28508
PRJNA818470,SRR18460779,synthetic construct,32630,S,136990,0,136990,0.17106
PRJNA818470,SRR18460780,Actinomyces oris,544580,S,40826,1208,42034,0.98167
PRJNA818470,SRR18460781,Pseudomonas sp. CIP-10,2892442,S,64628,25819,90447,0.22591
PRJNA818470,SRR18460781,Enterobacter sp. T2,2707174,S,44310,34712,79022,0.19737
PRJNA818470,SRR18460781,Actinomyces oris,544580,S,62643,322,62965,0.15727
PRJNA818470,SRR18460781,Malassezia restricta,76775,S,60206,2,60208,0.15038
PRJNA818470,SRR18460781,Janthinobacterium agaricidamnosum,55508,S,59091,77,59168,0.14778
PRJNA818470,SRR18460782,Aspergillus steynii,306088,S,904978,289,905267,0.80411
PRJNA818470,SRR18460783,Aspergillus steynii,306088,S,383613,798,384411,0.66558
PRJNA818470,SRR18460783,synthetic construct,32630,S,155219,0,155219,0.26875
PRJNA818470,SRR18460784,Aspergillus steynii,306088,S,67231,1456,68687,0.54009
PRJNA818470,SRR18460784,synthetic construct,32630,S,35653,0,35653,0.28034
PRJNA818470,SRR18460785,Aspergillus steynii,306088,S,891469,384,891853,0.85345
PRJNA818470,SRR18460786,Candida albicans,5476,S,568255,1,568256,0.81966
PRJNA818470,SRR18460786,Enterobacter sp. T2,2707174,S,82718,7621,90339,0.13031
PRJNA818470,SRR18460787,Malassezia restricta,76775,S,51263,5,51268,0.26059
PRJNA818470,SRR18460787,Pseudomonas sp. CIP-10,2892442,S,24422,10679,35101,0.17841
PRJNA818470,SRR18460787,Actinomyces oris,544580,S,32273,210,32483,0.16511
PRJNA818470,SRR18460787,Enterobacter sp. T2,2707174,S,15386,13673,29059,0.14770
PRJNA818470,SRR18460788,Malassezia restricta,76775,S,72807,6,72813,0.18419
PRJNA818470,SRR18460788,Pseudomonas sp. CIP-10,2892442,S,39085,14907,53992,0.13658
PRJNA818470,SRR18460788,Enterobacter sp. T2,2707174,S,25588,21978,47566,0.12032
PRJNA818470,SRR18460788,Actinomyces oris,544580,S,45074,279,45353,0.11473
PRJNA818470,SRR18460788,synthetic construct,32630,S,43744,0,43744,0.11066
PRJNA818470,SRR18460789,Klebsiella pneumoniae,573,S,203536,30640,234176,0.51642
PRJNA818470,SRR18460790,Actinomyces oris,544580,S,150308,940,151248,0.56496
PRJNA818470,SRR18460790,Malassezia restricta,76775,S,46362,20,46382,0.17325
PRJNA818470,SRR18460791,Actinomyces oris,544580,S,287693,6888,294581,0.97639
PRJNA818470,SRR18460792,Malassezia restricta,76775,S,29151,21,29172,0.37220
PRJNA818470,SRR18460792,Bacillus cereus,1396,S,4539,19121,23660,0.30187
PRJNA818470,SRR18460792,Enterobacter sp. T2,2707174,S,1367,8082,9449,0.12056
PRJNA818470,SRR18460793,Actinomyces oris,544580,S,85725,1865,87590,0.80425
PRJNA818470,SRR18460793,Malassezia restricta,76775,S,11468,16,11484,0.10545
PRJNA818470,SRR18460794,Malassezia restricta,76775,S,101190,161,101351,0.53051
PRJNA818470,SRR18460794,Actinomyces oris,544580,S,33863,488,34351,0.17981
PRJNA818470,SRR18460794,Bacillus cereus,1396,S,4851,15499,20350,0.10652
PRJNA818470,SRR18460795,Actinomyces oris,544580,S,41670,806,42476,0.73124
PRJNA818470,SRR18460795,Malassezia restricta,76775,S,8305,8,8313,0.14311
PRJNA818470,SRR18460796,Actinomyces oris,544580,S,60222,783,61005,0.60433
PRJNA818470,SRR18460796,Malassezia restricta,76775,S,22474,19,22493,0.22282
PRJNA818470,SRR18460797,Actinomyces oris,544580,S,147727,14673,162400,0.77917
PRJNA818470,SRR18460798,Actinomyces oris,544580,S,215690,9548,225238,0.97558
PRJNA818470,SRR18460799,Actinomyces oris,544580,S,228060,22672,250732,0.95719
PRJNA818470,SRR18460800,Actinomyces oris,544580,S,183075,1708,184783,0.58909
PRJNA818470,SRR18460800,Malassezia restricta,76775,S,76563,50,76613,0.24424
PRJNA818470,SRR18460801,Malassezia restricta,76775,S,51144,97,51241,0.37874
PRJNA818470,SRR18460801,Bacillus cereus,1396,S,7677,39892,47569,0.35159
PRJNA818470,SRR18460802,Actinomyces oris,544580,S,18889,252,19141,0.61843
PRJNA818470,SRR18460802,Malassezia restricta,76775,S,4266,2,4268,0.13790
PRJNA818470,SRR18460803,Actinomyces oris,544580,S,22551,3811,26362,0.42832
PRJNA818470,SRR18460803,Bacillus cereus,1396,S,608,12869,13477,0.21897
PRJNA818470,SRR18460803,Enterobacter sp. T2,2707174,S,335,10502,10837,0.17608
PRJNA818470,SRR18460804,Actinomyces oris,544580,S,56785,1698,58483,0.53341
PRJNA818470,SRR18460804,Malassezia restricta,76775,S,34364,140,34504,0.31470
PRJNA818470,SRR18460805,Actinomyces oris,544580,S,220526,9400,229926,0.95106
PRJNA818470,SRR18460806,Actinomyces oris,544580,S,45032,625,45657,0.50266
PRJNA818470,SRR18460806,Malassezia restricta,76775,S,23797,143,23940,0.26357
PRJNA818470,SRR18460806,Malassezia globosa,76773,S,19364,2,19366,0.21321
PRJNA818470,SRR18460807,Actinomyces oris,544580,S,346555,17392,363947,0.90179
PRJNA818470,SRR18460808,Actinomyces oris,544580,S,88278,452,88730,0.52142
PRJNA818470,SRR18460808,Malassezia restricta,76775,S,38729,91,38820,0.22812
PRJNA818470,SRR18460808,Malassezia globosa,76773,S,24174,1,24175,0.14206
PRJNA819236,SRR18470381,Brevundimonas naejangsanensis,588932,S,129,17162,17291,0.22526
PRJNA819236,SRR18470381,Ralstonia sp. RS650,2880990,S,40,8807,8847,0.11526
PRJNA819236,SRR18470382,Brevundimonas naejangsanensis,588932,S,56,12991,13047,0.19168
PRJNA819236,SRR18470382,Ralstonia sp. RS650,2880990,S,29,8647,8676,0.12746
PRJNA819236,SRR18470382,Pseudomonas sp. B14-6,2738843,S,1635,5464,7099,0.10430
PRJNA819236,SRR18470383,Pseudomonas sp. B14-6,2738843,S,11070,28022,39092,0.47930
PRJNA819236,SRR18470383,Ralstonia sp. RS650,2880990,S,39,10618,10657,0.13066
PRJNA819236,SRR18470383,Pseudomonas sp. S150,2559074,S,61,10192,10253,0.12571
PRJNA819236,SRR18470384,Pseudomonas sp. B14-6,2738843,S,8732,19506,28238,0.43511
PRJNA819236,SRR18470384,Pseudomonas sp. S150,2559074,S,51,7519,7570,0.11664
PRJNA819236,SRR18470384,Ralstonia sp. RS650,2880990,S,26,6903,6929,0.10677
PRJNA819236,SRR18470385,Pseudomonas sp. B14-6,2738843,S,2126,4992,7118,0.12590
PRJNA819236,SRR18470386,Pseudomonas sp. B14-6,2738843,S,10191,21665,31856,0.42252
PRJNA819236,SRR18470386,Pseudomonas sp. S150,2559074,S,112,15717,15829,0.20995
PRJNA819236,SRR18470386,Ralstonia sp. RS650,2880990,S,44,8278,8322,0.11038
PRJNA819236,SRR18470387,Pseudomonas sp. B14-6,2738843,S,7838,14719,22557,0.32315
PRJNA819236,SRR18470387,Pseudomonas sp. S150,2559074,S,108,13373,13481,0.19313
PRJNA819236,SRR18470388,Pseudomonas sp. B14-6,2738843,S,11637,25096,36733,0.45274
PRJNA819236,SRR18470388,Pseudomonas sp. S150,2559074,S,97,13811,13908,0.17142
PRJNA819236,SRR18470388,Ralstonia sp. RS650,2880990,S,26,8670,8696,0.10718
PRJNA819236,SRR18470389,Pseudomonas sp. B14-6,2738843,S,10530,26150,36680,0.45845
PRJNA819236,SRR18470389,Pseudomonas sp. S150,2559074,S,71,11644,11715,0.14642
PRJNA819236,SRR18470390,Pseudomonas sp. B14-6,2738843,S,10413,28094,38507,0.48751
PRJNA819236,SRR18470390,Pseudomonas sp. S150,2559074,S,59,10513,10572,0.13384
PRJNA819236,SRR18470390,Ralstonia sp. RS650,2880990,S,21,8564,8585,0.10869
PRJNA819236,SRR18470391,Akkermansia muciniphila,239935,S,24060,1410,25470,0.30340
PRJNA819236,SRR18470391,Muribaculum intestinale,1796646,S,20784,188,20972,0.24982
PRJNA819236,SRR18470392,Akkermansia muciniphila,239935,S,29078,1846,30924,0.38022
PRJNA819236,SRR18470392,Muribaculum intestinale,1796646,S,10195,158,10353,0.12729
PRJNA819236,SRR18470392,Bacteroides salyersiae,291644,S,8147,244,8391,0.10317
PRJNA819236,SRR18470393,Pseudomonas sp. B14-6,2738843,S,10715,23710,34425,0.43043
PRJNA819236,SRR18470393,Pseudomonas sp. S150,2559074,S,114,16648,16762,0.20958
PRJNA819236,SRR18470394,Helicobacter typhlonius,76936,S,7893,716,8609,0.10396
PRJNA819236,SRR18470395,Pseudomonas sp. B14-6,2738843,S,10667,24927,35594,0.45600
PRJNA819236,SRR18470395,Pseudomonas sp. S150,2559074,S,96,14813,14909,0.19100
PRJNA819236,SRR18470396,Pseudomonas sp. B14-6,2738843,S,10338,27013,37351,0.48320
PRJNA819236,SRR18470396,Pseudomonas sp. S150,2559074,S,65,11211,11276,0.14588
PRJNA819236,SRR18470396,Ralstonia sp. RS650,2880990,S,26,8366,8392,0.10857
PRJNA819236,SRR18470397,Pseudomonas sp. B14-6,2738843,S,11674,29092,40766,0.47866
PRJNA819236,SRR18470397,Pseudomonas sp. S150,2559074,S,77,12672,12749,0.14969
PRJNA819236,SRR18470397,Ralstonia sp. RS650,2880990,S,30,10328,10358,0.12162
PRJNA819236,SRR18470398,Pseudomonas sp. B14-6,2738843,S,10865,29265,40130,0.51574
PRJNA819236,SRR18470398,Pseudomonas sp. S150,2559074,S,68,12097,12165,0.15634
PRJNA819236,SRR18470399,Pseudomonas sp. B14-6,2738843,S,2337,8509,10846,0.35655
PRJNA819236,SRR18470400,Pseudomonas sp. S150,2559074,S,265,25003,25268,0.31468
PRJNA819236,SRR18470400,Pseudomonas sp. B14-6,2738843,S,9638,13829,23467,0.29225
PRJNA819236,SRR18470401,Pseudomonas sp. S150,2559074,S,319,26499,26818,0.34228
PRJNA819236,SRR18470401,Pseudomonas sp. B14-6,2738843,S,9713,12295,22008,0.28089
PRJNA819236,SRR18470402,Pseudomonas sp. B14-6,2738843,S,10736,21577,32313,0.38602
PRJNA819236,SRR18470402,Pseudomonas sp. S150,2559074,S,163,21623,21786,0.26026
PRJNA819236,SRR18470403,Pseudomonas sp. B14-6,2738843,S,11010,20180,31190,0.39826
PRJNA819236,SRR18470403,Pseudomonas sp. S150,2559074,S,144,17407,17551,0.22410
PRJNA819236,SRR18470403,Ralstonia sp. RS650,2880990,S,39,8197,8236,0.10516
PRJNA819236,SRR18470404,Pseudomonas sp. S150,2559074,S,295,26489,26784,0.34326
PRJNA819236,SRR18470404,Pseudomonas sp. B14-6,2738843,S,8942,12229,21171,0.27133
PRJNA819236,SRR18470405,Pseudomonas sp. B14-6,2738843,S,10739,25313,36052,0.45816
PRJNA819236,SRR18470405,Pseudomonas sp. S150,2559074,S,85,13228,13313,0.16919
PRJNA819236,SRR18470405,Ralstonia sp. RS650,2880990,S,23,8467,8490,0.10789
PRJNA819236,SRR18470406,Pseudomonas sp. B14-6,2738843,S,10614,28089,38703,0.49296
PRJNA819236,SRR18470406,Pseudomonas sp. S150,2559074,S,72,12584,12656,0.16120
PRJNA819236,SRR18470406,Ralstonia sp. RS650,2880990,S,22,8282,8304,0.10577
PRJNA819236,SRR18470407,Pseudomonas sp. B14-6,2738843,S,9605,24998,34603,0.45725
PRJNA819236,SRR18470407,Ralstonia sp. RS650,2880990,S,39,7744,7783,0.10285
PRJNA819236,SRR18470408,Pseudomonas sp. B14-6,2738843,S,11163,28755,39918,0.49433
PRJNA819236,SRR18470408,Pseudomonas sp. S150,2559074,S,68,11567,11635,0.14408
PRJNA819236,SRR18470409,Pseudomonas sp. S150,2559074,S,86,5018,5104,0.13862
PRJNA819236,SRR18470410,Pseudomonas sp. S150,2559074,S,309,25284,25593,0.34548
PRJNA819236,SRR18470410,Pseudomonas sp. B14-6,2738843,S,8073,10087,18160,0.24514
PRJNA819236,SRR18470411,Muribaculum intestinale,1796646,S,25520,205,25725,0.31513
PRJNA819236,SRR18470411,Bacteroides caecimuris,1796613,S,11397,2547,13944,0.17082
PRJNA819236,SRR18470412,Muribaculum intestinale,1796646,S,35002,869,35871,0.44025
PRJNA819236,SRR18470412,Duncaniella sp. B8,2576606,S,8556,237,8793,0.10792
PRJNA819236,SRR18470413,Pseudomonas sp. B14-6,2738843,S,12020,33557,45577,0.54140
PRJNA819236,SRR18470413,Pseudomonas sp. S150,2559074,S,70,12903,12973,0.15410
PRJNA819236,SRR18470414,Pseudomonas sp. B14-6,2738843,S,11082,30415,41497,0.52548
PRJNA819236,SRR18470414,Pseudomonas sp. S150,2559074,S,81,14682,14763,0.18694
PRJNA819236,SRR18470414,Ralstonia solanacearum,305,S,18,8904,8922,0.11298
PRJNA819236,SRR18470415,Pseudomonas sp. B14-6,2738843,S,10529,29860,40389,0.52009
PRJNA819236,SRR18470415,Pseudomonas sp. S150,2559074,S,71,13293,13364,0.17209
PRJNA819236,SRR18470415,Ralstonia solanacearum,305,S,40,10663,10703,0.13782
PRJNA819236,SRR18470416,Pseudomonas sp. B14-6,2738843,S,10693,25716,36409,0.45877
PRJNA819236,SRR18470416,Pseudomonas sp. S150,2559074,S,92,14608,14700,0.18522
PRJNA819236,SRR18470417,Pseudomonas sp. B14-6,2738843,S,3168,7005,10173,0.20030
PRJNA819236,SRR18470418,Pseudomonas sp. B14-6,2738843,S,11612,34078,45690,0.54529
PRJNA819236,SRR18470418,Pseudomonas sp. S150,2559074,S,64,12400,12464,0.14875
PRJNA819236,SRR18470419,Pseudomonas sp. B14-6,2738843,S,7279,19503,26782,0.40749
PRJNA819236,SRR18470419,Pseudomonas sp. S150,2559074,S,53,9379,9432,0.14351
PRJNA819236,SRR18470420,Pseudomonas sp. B14-6,2738843,S,6484,11282,17766,0.26596
PRJNA819236,SRR18470420,Pseudomonas sp. S150,2559074,S,137,15693,15830,0.23698
PRJNA819236,SRR18470421,Pseudomonas sp. B14-6,2738843,S,9467,15586,25053,0.35330
PRJNA819236,SRR18470421,Pseudomonas sp. S150,2559074,S,187,20264,20451,0.28840
PRJNA819236,SRR18470422,Pseudomonas sp. B14-6,2738843,S,11655,27410,39065,0.47785
PRJNA819236,SRR18470422,Pseudomonas sp. S150,2559074,S,80,12418,12498,0.15288
PRJNA819236,SRR18470422,Ralstonia sp. RS650,2880990,S,32,10102,10134,0.12396
PRJNA819236,SRR18470423,Pseudomonas sp. B14-6,2738843,S,10800,25727,36527,0.44854
PRJNA819236,SRR18470423,Pseudomonas sp. S150,2559074,S,92,14467,14559,0.17878
PRJNA819236,SRR18470423,Ralstonia sp. RS650,2880990,S,32,9314,9346,0.11476
PRJNA819236,SRR18470424,Pseudomonas sp. B14-6,2738843,S,10289,25912,36201,0.48215
PRJNA819236,SRR18470424,Pseudomonas sp. S150,2559074,S,67,11143,11210,0.14930
PRJNA819236,SRR18470425,Pseudomonas sp. B14-6,2738843,S,9790,23454,33244,0.42492
PRJNA819236,SRR18470425,Pseudomonas sp. S150,2559074,S,72,11382,11454,0.14640
PRJNA819236,SRR18470425,Ralstonia sp. RS650,2880990,S,29,8580,8609,0.11004
PRJNA819236,SRR18470426,Pseudomonas sp. B14-6,2738843,S,9936,26312,36248,0.46252
PRJNA819236,SRR18470426,Pseudomonas sp. S150,2559074,S,64,11183,11247,0.14351
PRJNA819236,SRR18470426,Ralstonia sp. RS650,2880990,S,28,8446,8474,0.10813
PRJNA819236,SRR18470427,Pseudomonas sp. B14-6,2738843,S,10314,21672,31986,0.39918
PRJNA819236,SRR18470427,Pseudomonas sp. S150,2559074,S,117,16215,16332,0.20382
PRJNA819236,SRR18470428,Pseudomonas sp. B14-6,2738843,S,4094,7358,11452,0.23802
PRJNA819236,SRR18470428,Pseudomonas sp. S150,2559074,S,70,8278,8348,0.17351
PRJNA819236,SRR18470429,Pseudomonas sp. B14-6,2738843,S,11106,33051,44157,0.64717
PRJNA819236,SRR18470429,Pseudomonas sp. S150,2559074,S,61,11990,12051,0.17662
PRJNA819236,SRR18470430,Pseudomonas sp. B14-6,2738843,S,11338,32199,43537,0.55136
PRJNA819236,SRR18470430,Pseudomonas sp. S150,2559074,S,72,13503,13575,0.17192
PRJNA819236,SRR18470430,Ralstonia insidiosa,190721,S,17,8047,8064,0.10212
PRJNA847046,SRR19890551,Paracoccus yeei,147645,S,277,28988,29265,0.26472
PRJNA847046,SRR19890551,Streptococcus agalactiae,1311,S,575,12498,13073,0.11826
PRJNA847046,SRR19890552,Paracoccus yeei,147645,S,188,18021,18209,0.34532
PRJNA847046,SRR19890552,Rothia mucilaginosa,43675,S,6472,169,6641,0.12594
PRJNA847046,SRR19890555,Paracoccus yeei,147645,S,224,23875,24099,0.36393
PRJNA847046,SRR19890555,Streptococcus agalactiae,1311,S,365,8415,8780,0.13259
PRJNA847046,SRR19890556,synthetic construct,32630,S,34464,0,34464,0.35720
PRJNA847046,SRR19890557,synthetic construct,32630,S,12080,0,12080,0.21474
PRJNA847046,SRR19890557,Escherichia coli,562,S,533,8282,8815,0.15670
PRJNA847046,SRR19890558,synthetic construct,32630,S,23716,0,23716,0.42300
PRJNA847046,SRR19890558,Escherichia coli,562,S,448,10008,10456,0.18649
PRJNA847046,SRR19890559,Megasphaera elsdenii,907,S,6854,39,6893,0.11167
PRJNA847046,SRR19890560,synthetic construct,32630,S,11414,0,11414,0.24098
PRJNA847046,SRR19890561,synthetic construct,32630,S,23050,0,23050,0.48738
PRJNA847046,SRR19890561,Escherichia coli,562,S,385,4922,5307,0.11221
PRJNA847046,SRR19890562,Escherichia coli,562,S,63,4936,4999,0.60521
PRJNA847046,SRR19890562,Salmonella enterica,28901,S,108,969,1077,0.13039
PRJNA847046,SRR19890564,Paracoccus yeei,147645,S,64,6831,6895,0.19307
PRJNA847046,SRR19890564,Streptococcus agalactiae,1311,S,319,6060,6379,0.17862
PRJNA847046,SRR19890564,Salmonella enterica,28901,S,39,4162,4201,0.11763
PRJNA847046,SRR19890564,Escherichia coli,562,S,66,3508,3574,0.10008
PRJNA847046,SRR19890565,Paracoccus yeei,147645,S,697,80185,80882,0.25093
PRJNA847046,SRR19890565,Streptococcus agalactiae,1311,S,1768,45634,47402,0.14706
PRJNA847046,SRR19890565,Rothia mucilaginosa,43675,S,37575,1320,38895,0.12067
PRJNA847046,SRR19890566,Paracoccus yeei,147645,S,647,80718,81365,0.41497
PRJNA847046,SRR19890567,Paracoccus yeei,147645,S,202,19820,20022,0.28201
PRJNA847046,SRR19890567,Streptococcus agalactiae,1311,S,366,7969,8335,0.11740
PRJNA847046,SRR19890567,Rothia mucilaginosa,43675,S,8003,169,8172,0.11510
PRJNA847046,SRR19890567,Streptococcus thermophilus,1308,S,2710,4605,7315,0.10303
PRJNA847046,SRR19890568,Paracoccus yeei,147645,S,306,28445,28751,0.44303
PRJNA847046,SRR19890568,Haemophilus influenzae,727,S,3123,4556,7679,0.11833
PRJNA847046,SRR19890569,Paracoccus yeei,147645,S,647,80718,81365,0.41497
PRJNA847046,SRR19890570,Paracoccus yeei,147645,S,277,28988,29265,0.26472
PRJNA847046,SRR19890570,Streptococcus agalactiae,1311,S,575,12498,13073,0.11826
PRJNA847046,SRR19890571,Escherichia coli,562,S,61,8510,8571,0.57612
PRJNA847046,SRR19890572,Paracoccus yeei,147645,S,483,68713,69196,0.30070
PRJNA847046,SRR19890572,Streptococcus agalactiae,1311,S,1353,33996,35349,0.15361
PRJNA847046,SRR19890573,Paracoccus yeei,147645,S,320,41126,41446,0.24343
PRJNA847046,SRR19890573,Streptococcus agalactiae,1311,S,1186,31662,32848,0.19293
PRJNA847046,SRR19890574,Paracoccus yeei,147645,S,147,17826,17973,0.27796
PRJNA847046,SRR19890574,Streptococcus agalactiae,1311,S,337,7909,8246,0.12753
PRJNA847046,SRR19890575,Paracoccus yeei,147645,S,251,25367,25618,0.36020
PRJNA847046,SRR19890576,Paracoccus yeei,147645,S,320,41126,41446,0.24343
PRJNA847046,SRR19890576,Streptococcus agalactiae,1311,S,1186,31662,32848,0.19293
PRJNA847046,SRR19890577,Paracoccus yeei,147645,S,273,23800,24073,0.30092
PRJNA847046,SRR19890578,Paracoccus yeei,147645,S,55,16119,16174,0.50101
PRJNA847046,SRR19890578,Haemophilus influenzae,727,S,1711,2412,4123,0.12771
PRJNA847046,SRR19890579,Paracoccus yeei,147645,S,23,7183,7206,0.39602
PRJNA847046,SRR19890579,Salmonella enterica,28901,S,115,3767,3882,0.21334
PRJNA847046,SRR19890580,Paracoccus yeei,147645,S,121,10867,10988,0.22843
PRJNA847046,SRR19890580,Streptococcus agalactiae,1311,S,368,7214,7582,0.15762
PRJNA847046,SRR19890580,Streptococcus thermophilus,1308,S,1331,3619,4950,0.10290
PRJNA847046,SRR19890581,Paracoccus yeei,147645,S,117,14600,14717,0.27963
PRJNA847046,SRR19890581,Haemophilus influenzae,727,S,1656,6705,8361,0.15886
PRJNA847046,SRR19890581,Rothia mucilaginosa,43675,S,5291,90,5381,0.10224
PRJNA847046,SRR19890582,Paracoccus yeei,147645,S,277,29140,29417,0.33795
PRJNA847046,SRR19890582,Streptococcus agalactiae,1311,S,2001,9968,11969,0.13750
PRJNA847046,SRR19890582,Haemophilus influenzae,727,S,3162,5565,8727,0.10026
PRJNA847046,SRR19890583,Paracoccus yeei,147645,S,187,19388,19575,0.25145
PRJNA847046,SRR19890583,Rothia mucilaginosa,43675,S,11139,222,11361,0.14594
PRJNA847046,SRR19890583,Streptococcus thermophilus,1308,S,4521,3978,8499,0.10918
PRJNA847046,SRR19890583,Streptococcus agalactiae,1311,S,363,7459,7822,0.10048
PRJNA847046,SRR19890584,Candidatus Saccharimonas aalborgensis,1332188,S,5338,53,5391,0.10138
PRJNA847046,SRR19890587,Paracoccus yeei,147645,S,288,24933,25221,0.30059
PRJNA847046,SRR19890587,Streptococcus agalactiae,1311,S,444,10157,10601,0.12635
PRJNA847046,SRR19890588,Paracoccus yeei,147645,S,697,80185,80882,0.25093
PRJNA847046,SRR19890588,Streptococcus agalactiae,1311,S,1768,45634,47402,0.14706
PRJNA847046,SRR19890588,Rothia mucilaginosa,43675,S,37575,1320,38895,0.12067
PRJNA847046,SRR19890589,Paracoccus yeei,147645,S,311,30566,30877,0.43048
PRJNA847046,SRR19890590,Paracoccus yeei,147645,S,166,17384,17550,0.28553
PRJNA847046,SRR19890590,Streptococcus agalactiae,1311,S,501,7583,8084,0.13152
PRJNA847046,SRR19890591,Paracoccus yeei,147645,S,147,12738,12885,0.34118
PRJNA847046,SRR19890591,Salmonella enterica,28901,S,67,3930,3997,0.10584
PRJNA847046,SRR19890592,Paracoccus yeei,147645,S,358,36166,36524,0.24058
PRJNA847046,SRR19890592,Streptococcus agalactiae,1311,S,1026,20255,21281,0.14018
PRJNA847046,SRR19890593,Klebsiella pneumoniae,573,S,111,159,270,0.73171
PRJNA847046,SRR19890593,synthetic construct,32630,S,99,0,99,0.26829
PRJNA847046,SRR19890594,Paracoccus yeei,147645,S,390,36346,36736,0.39744
PRJNA847046,SRR19890595,Paracoccus yeei,147645,S,27,10253,10280,0.26170
PRJNA847046,SRR19890595,Haemophilus influenzae,727,S,2340,2777,5117,0.13026
PRJNA847046,SRR19890596,Paracoccus yeei,147645,S,297,39446,39743,0.30063
PRJNA847046,SRR19890596,Escherichia coli,562,S,6417,15604,22021,0.16657
PRJNA847046,SRR19890597,Paracoccus yeei,147645,S,46,15595,15641,0.39428
