Date,Dataset,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
2024-03-14,Zymo_Mini_prep_Air_Ctr_3_S19,Burkholderia contaminans,488447,S,5665972,1063513,6729485,0.20218
2024-10-28,Zymo_Mini_Prep_CS_001_Air_Swab_S8,Burkholderia contaminans,488447,S,362070,60923,422993,0.23918
2024-10-28,Zymo_Mini_Prep_CS_001_Air_Swab_S8,Bradyrhizobium sp. SK17,2057741,S,106528,9256,115784,0.06547
2024-10-28,Zymo_Mini_Prep_CS_001_Right_Eye_S46,Burkholderia contaminans,488447,S,598328,123530,721858,0.23618
2024-10-28,Zymo_Mini_Prep_CS_001_Right_Eye_S46,Bradyrhizobium sp. SK17,2057741,S,178738,15736,194474,0.06363
2024-10-28,Zymo_Mini_Prep_CS_002_Air_Swab_S64,Burkholderia contaminans,488447,S,492279,92941,585220,0.24069
2024-10-28,Zymo_Mini_Prep_CS_002_Air_Swab_S64,Bradyrhizobium sp. SK17,2057741,S,145958,13126,159084,0.06543
2024-10-28,Zymo_Mini_Prep_CS_002_Left_Eye_S43,Burkholderia contaminans,488447,S,39764,7366,47130,0.23440
2024-10-28,Zymo_Mini_Prep_CS_002_Left_Eye_S43,Bradyrhizobium sp. SK17,2057741,S,11876,1004,12880,0.06406
2024-10-28,Qiagen_Dneasy_CS_005_Air_Swab_S67,Burkholderia contaminans,488447,S,1035520,179887,1215407,0.20825
2024-10-28,Qiagen_Dneasy_CS_005_Air_Swab_S67,Bradyrhizobium sp. SK17,2057741,S,329674,27558,357232,0.06121
2024-10-28,Qiagen_Dneasy_CS_005_Right_Eye_S54,Burkholderia contaminans,488447,S,21848,4239,26087,0.19318
2024-10-28,Qiagen_Dneasy_CS_005_Right_Eye_S54,Bradyrhizobium sp. SK17,2057741,S,6428,582,7010,0.05191
2024-10-28,Qiagen_Dneasy_CS_006_7_8_Air_Swab_S51,Burkholderia contaminans,488447,S,684449,127329,811778,0.18700
2024-10-28,Qiagen_Dneasy_CS_006_7_8_Air_Swab_S51,Bradyrhizobium sp. SK17,2057741,S,213561,18719,232280,0.05351
2024-10-28,Qiagen_Dneasy_CS_006_7_8_Air_Swab_S51,Salmonella enterica,28901,S,64152,170839,234991,0.05413
2024-10-28,Qiagen_Dneasy_CS_006_Left_Eye_S31,Burkholderia contaminans,488447,S,12914,2302,15216,0.17596
2024-10-28,Qiagen_Dneasy_CS_006_Left_Eye_S31,Bradyrhizobium sp. SK17,2057741,S,4084,367,4451,0.05147
2024-10-28,Qiagen_Dneasy_CS_007_Right_Eye_S4,Burkholderia contaminans,488447,S,5095,1013,6108,0.19048
2024-10-28,Qiagen_Dneasy_CS_008_Left_Eye_S33,Bacillus subtilis,1423,S,2097,24147,26244,0.10213
2024-10-28,Qiagen_Dneasy_CS_008_Left_Eye_S33,Bacillus intestinalis,1963032,S,66,26084,26150,0.10176
2024-10-28,Qiagen_Dneasy_CS_008_Left_Eye_S33,Burkholderia contaminans,488447,S,25017,4269,29286,0.11396
2024-10-28,Qiagen_Dneasy_CS_009_10_Air_Swab_S48,Burkholderia contaminans,488447,S,876132,155672,1031804,0.17614
2024-10-28,Qiagen_Dneasy_CS_009_10_Air_Swab_S48,Bradyrhizobium sp. SK17,2057741,S,288146,23897,312043,0.05327
2024-10-28,Qiagen_Dneasy_CS_009_10_Air_Swab_S48,Salmonella enterica,28901,S,104875,260347,365222,0.06235
2024-10-28,Qiagen_Dneasy_CS_009_Right_Eye_S41,Burkholderia contaminans,488447,S,4361,1006,5367,0.14106
2024-10-28,Qiagen_Dneasy_CS_010_Left_Eye_S45,Cutibacterium acnes,1747,S,106740,905,107645,0.31680
2024-10-28,Qiagen_Dneasy_CS_010_Left_Eye_S45,Burkholderia contaminans,488447,S,26416,4456,30872,0.09086
2024-10-28,Qiagen_Dneasy_CS_010_Left_Eye_S45,Salmonella enterica,28901,S,6544,13111,19655,0.05785
2024-03-14,Qiagen_DNeasy_LE_Lt_2_S12,Burkholderia contaminans,488447,S,312631,60113,372744,0.07567
2024-03-14,Qiagen_DNeasy_LE_Lt_2_S12,Bradyrhizobium sp. SK17,2057741,S,288127,15178,303305,0.06157
2024-03-14,Qiagen_DNeasy_LE_Lt_2_S12,Haemophilus parainfluenzae,729,S,266272,14310,280582,0.05696
2024-03-14,Qiagen_DNeasy_LE_Lt_2_S12,Prevotella melaninogenica,28132,S,431389,23608,454997,0.09237
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Bacillus subtilis,1423,S,524323,6005268,6529591,0.06753
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Bacillus intestinalis,1963032,S,15906,5696445,5712351,0.05908
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Listeria monocytogenes,1639,S,11867779,552669,12420448,0.12846
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Lactobacillus fermentum,1613,S,13520732,329031,13849763,0.14324
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Enterococcus faecalis,1351,S,8087331,273637,8360968,0.08647
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Salmonella enterica,28901,S,9062790,8735426,17798216,0.18407
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Escherichia coli,562,S,2708983,10813088,13522071,0.13985
2024-03-14,Qiagen_DNeasy_MCS_1-100_4_S18,Pseudomonas aeruginosa,287,S,4672577,8683250,13355827,0.13813
2024-10-28,Qiagen_DNeasy_MCS_1_in_OMR_BD801_S47,Salmonella enterica,28901,S,4040720,3806335,7847055,0.29575
2024-10-28,Qiagen_DNeasy_MCS_1_in_OMR_BD801_S47,Escherichia coli,562,S,1131462,4557999,5689461,0.21443
2024-10-28,Qiagen_DNeasy_MCS_1_in_OMR_BD801_S47,Pseudomonas aeruginosa,287,S,2427041,4511386,6938427,0.26150
2024-10-28,Qiagen_DNeasy_MCS_1_in_OMR_BD801_S47,Bacillus subtilis,1423,S,134827,1535305,1670132,0.06295
2024-10-28,Qiagen_DNeasy_MCS_1_in_OMR_BD801_S47,Bacillus intestinalis,1963032,S,4290,1564924,1569214,0.05914
2024-10-28,Qiagen_DNeasy_MCS_2_in_OMR_BH802_S23,Salmonella enterica,28901,S,3042587,3021157,6063744,0.29595
2024-10-28,Qiagen_DNeasy_MCS_2_in_OMR_BH802_S23,Escherichia coli,562,S,881547,3557836,4439383,0.21667
2024-10-28,Qiagen_DNeasy_MCS_2_in_OMR_BH802_S23,Pseudomonas aeruginosa,287,S,1791121,3498516,5289637,0.25817
2024-10-28,Qiagen_DNeasy_MCS_2_in_OMR_BH802_S23,Bacillus subtilis,1423,S,103798,1214603,1318401,0.06435
2024-10-28,Qiagen_DNeasy_MCS_2_in_OMR_BH802_S23,Bacillus intestinalis,1963032,S,3135,1183008,1186143,0.05789
2024-10-28,Qiagen_DNeasy_MCS_7_S2,Salmonella enterica,28901,S,3336459,3219525,6555984,0.29248
2024-10-28,Qiagen_DNeasy_MCS_7_S2,Escherichia coli,562,S,958441,3830223,4788664,0.21364
2024-10-28,Qiagen_DNeasy_MCS_7_S2,Pseudomonas aeruginosa,287,S,1987020,3781448,5768468,0.25735
2024-10-28,Qiagen_DNeasy_MCS_7_S2,Bacillus subtilis,1423,S,115262,1272108,1387370,0.06189
2024-10-28,Qiagen_DNeasy_MCS_7_S2,Bacillus intestinalis,1963032,S,3508,1358230,1361738,0.06075
2024-10-28,Qiagen_DNeasy_MCS_HostZero_3_S5,Bacillus subtilis,1423,S,185468,2250834,2436302,0.20083
2024-10-28,Qiagen_DNeasy_MCS_HostZero_3_S5,Bacillus cereus,1396,S,179116,615762,794878,0.06552
2024-10-28,Qiagen_DNeasy_MCS_HostZero_3_S5,Bacillus intestinalis,1963032,S,4397,1593139,1597536,0.13169
2024-10-28,Qiagen_DNeasy_MCS_HostZero_3_S5,Lactobacillus fermentum,1613,S,680149,24156,704305,0.05806
2024-10-28,Qiagen_DNeasy_MCS_HostZero_3_S5,Saccharomyces cerevisiae,4932,S,4361407,10032,4371439,0.36034
2024-10-28,Qiagen_DNeasy_MCS_MolYsis_1_S72,Bacillus subtilis,1423,S,408325,5077622,5485947,0.27161
2024-10-28,Qiagen_DNeasy_MCS_MolYsis_1_S72,Bacillus intestinalis,1963032,S,10732,4126360,4137092,0.20482
2024-10-28,Qiagen_DNeasy_MCS_MolYsis_1_S72,Listeria monocytogenes,1639,S,3522708,195748,3718456,0.18410
2024-10-28,Qiagen_DNeasy_MCS_MolYsis_1_S72,Enterococcus faecalis,1351,S,1821355,72264,1893619,0.09375
2024-10-28,Qiagen_DNeasy_MCS_NEB_5_S60,Salmonella enterica,28901,S,3677731,3154406,6832137,0.28777
2024-10-28,Qiagen_DNeasy_MCS_NEB_5_S60,Escherichia coli,562,S,1074198,4130483,5204681,0.21923
2024-10-28,Qiagen_DNeasy_MCS_NEB_5_S60,Pseudomonas aeruginosa,287,S,2269711,3890587,6160298,0.25948
2024-10-28,Qiagen_DNeasy_MCS_NEB_5_S60,Bacillus subtilis,1423,S,134536,1395600,1530136,0.06445
2024-10-28,Qiagen_DNeasy_MCS_NEB_5_S60,Bacillus intestinalis,1963032,S,4512,1546283,1550795,0.06532
2024-10-28,Qiagen_DNeasy_OMR1_BD801_S61,Salmonella enterica,28901,S,346187,493273,839460,0.14763
2024-10-28,Qiagen_DNeasy_OMR1_BD801_S61,Escherichia coli,562,S,105448,489621,595069,0.10465
2024-10-28,Qiagen_DNeasy_OMR1_BD801_S61,Pseudomonas aeruginosa,287,S,200922,438363,639285,0.11242
2024-10-28,Qiagen_DNeasy_OMR1_BD801_S61,Burkholderia contaminans,488447,S,500023,102704,602727,0.10599
2024-10-28,Qiagen_DNeasy_OMR2_BH802_S12,Burkholderia contaminans,488447,S,1022137,186013,1208150,0.21333
2024-10-28,Qiagen_DNeasy_OMR2_BH802_S12,Bradyrhizobium sp. SK17,2057741,S,303269,27519,330788,0.05841
2024-10-28,Qiagen_DNeasy_OMR_2_S74,Burkholderia contaminans,488447,S,644133,175202,819335,0.24257
2024-10-28,Qiagen_DNeasy_OMR_2_S74,Bradyrhizobium sp. SK17,2057741,S,212381,18255,230636,0.06828
2024-10-28,Qiagen_DNeasy_OMR_HostZero_4_S38,Burkholderia contaminans,488447,S,230882,77600,308482,0.22272
2024-10-28,Qiagen_DNeasy_OMR_HostZero_4_S38,Bradyrhizobium sp. SK17,2057741,S,85478,6864,92342,0.06667
2024-10-28,Qiagen_DNeasy_OMR_HostZero_4_S38,Pseudomonas tolaasii,29442,S,20898,54065,74963,0.05412
2024-10-28,Qiagen_DNeasy_OMR_NEB_6_S57,Burkholderia contaminans,488447,S,1489998,261618,1751616,0.25637
2024-10-28,Qiagen_DNeasy_OMR_NEB_6_S57,Bradyrhizobium sp. SK17,2057741,S,424843,37695,462538,0.06770
2024-10-28,Qiagen_DNeasy_Water_S70,Burkholderia contaminans,488447,S,798622,133682,932304,0.20087
2024-10-28,Qiagen_DNeasy_Water_S70,Bradyrhizobium sp. SK17,2057741,S,228872,20932,249804,0.05382
2024-03-14,Qiagen_Soil_Air_Ctr_3_S2,Enterococcus faecalis,1351,S,55,10,65,0.08366
2024-03-14,Qiagen_Soil_Air_Ctr_3_S2,Lactobacillus fermentum,1613,S,50,3,53,0.06821
2024-03-14,Qiagen_Soil_Air_Ctr_3_S2,Bacillus subtilis,1423,S,2,66,68,0.08752
2024-03-14,Qiagen_Soil_Air_Ctr_3_S2,Listeria monocytogenes,1639,S,33,10,43,0.05534
2024-03-14,Qiagen_Soil_Air_Ctr_3_S2,Staphylococcus aureus,1280,S,19,32,51,0.06564
2024-03-14,Qiagen_Soil_Air_Ctr_3_S2,Delftia tsuruhatensis,180282,S,33,6,39,0.05019
2024-03-14,Qiagen_Soil_LE_Lt_2_S14,Bradyrhizobium sp. SK17,2057741,S,1937,101,2038,0.14442
2024-03-14,Qiagen_Soil_LE_Rt_1_S15,Bradyrhizobium sp. SK17,2057741,S,3331,84,3415,0.40390
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Salmonella enterica,28901,S,1747723,1768469,3516192,0.20043
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Escherichia coli,562,S,554981,2254693,2809674,0.16016
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Pseudomonas aeruginosa,287,S,988283,1909066,2897349,0.16516
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Bacillus subtilis,1423,S,90192,1141864,1232056,0.07023
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Bacillus intestinalis,1963032,S,2452,915007,917459,0.05230
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Staphylococcus aureus,1280,S,1425765,85617,1511382,0.08615
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Listeria monocytogenes,1639,S,1122610,55813,1178423,0.06717
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Enterococcus faecalis,1351,S,1384687,42652,1427339,0.08136
2024-03-14,Qiagen_Soil_MCS_1-100_4_S5,Lactobacillus fermentum,1613,S,856758,20712,877470,0.05002
2024-10-28,Qiagen_Soil_MCS_1_S29,Salmonella enterica,28901,S,1451880,1272060,2723940,0.17012
2024-10-28,Qiagen_Soil_MCS_1_S29,Escherichia coli,562,S,433021,1654938,2087959,0.13040
2024-10-28,Qiagen_Soil_MCS_1_S29,Pseudomonas aeruginosa,287,S,741770,1296289,2038059,0.12728
2024-10-28,Qiagen_Soil_MCS_1_S29,Bacillus subtilis,1423,S,81909,819584,901493,0.05630
2024-10-28,Qiagen_Soil_MCS_1_S29,Bacillus intestinalis,1963032,S,2741,922612,925353,0.05779
2024-10-28,Qiagen_Soil_MCS_1_S29,Staphylococcus aureus,1280,S,1532777,91695,1624472,0.10145
2024-10-28,Qiagen_Soil_MCS_1_S29,Enterococcus faecalis,1351,S,1158559,30302,1188861,0.07425
2024-10-28,Qiagen_Soil_MCS_1_S29,Lactobacillus fermentum,1613,S,869246,17640,886886,0.05539
2024-10-28,Qiagen_Soil_OMR_8_S40,Burkholderia contaminans,488447,S,1852423,333915,2186338,0.25439
2024-10-28,Qiagen_Soil_OMR_8_S40,Bradyrhizobium sp. SK17,2057741,S,494618,45012,539630,0.06279
2024-03-14,Thermo_MagMax_Air_Ctr_3_S21,Bradyrhizobium sp. SK17,2057741,S,3837955,201027,4038982,0.22147
2024-03-14,Thermo_MagMax_Air_Ctr_3_S21,Burkholderia contaminans,488447,S,4597029,922178,5519207,0.30264
2024-03-14,Thermo_MagMax_LE_Lt_2_S11,Bradyrhizobium sp. SK17,2057741,S,376634,19495,396129,0.19440
2024-03-14,Thermo_MagMax_LE_Lt_2_S11,Burkholderia contaminans,488447,S,433318,81004,514322,0.25241
2024-03-14,Thermo_MagMax_LE_Rt_1_S7,Bradyrhizobium sp. SK17,2057741,S,6517883,334732,6852615,0.25185
2024-03-14,Thermo_MagMax_LE_Rt_1_S7,Burkholderia contaminans,488447,S,7371059,1353837,8724896,0.32066
2024-03-14,Thermo_MagMax_MCS_1-100_4_S24,Bradyrhizobium sp. SK17,2057741,S,5182897,266355,5449252,0.22259
2024-03-14,Thermo_MagMax_MCS_1-100_4_S24,Burkholderia contaminans,488447,S,6072361,1002549,7074910,0.28899
2024-10-28,Zymo_Mini_Prep_CS_003_Right_Eye_S13,Burkholderia contaminans,488447,S,118462,20364,138826,0.24526
2024-10-28,Zymo_Mini_Prep_CS_003_Right_Eye_S13,Bradyrhizobium sp. SK17,2057741,S,34966,3078,38044,0.06721
2024-10-28,Zymo_Mini_Prep_CS_004_Air_Swab_S66,Burkholderia contaminans,488447,S,320999,54102,375101,0.23527
2024-10-28,Zymo_Mini_Prep_CS_004_Air_Swab_S66,Bradyrhizobium sp. SK17,2057741,S,95261,8174,103435,0.06488
2024-10-28,Zymo_Mini_Prep_CS_004_Left_Eye_S78,Burkholderia contaminans,488447,S,485180,86719,571899,0.23872
2024-10-28,Zymo_Mini_Prep_CS_004_Left_Eye_S78,Bradyrhizobium sp. SK17,2057741,S,143602,12338,155940,0.06509
2024-10-28,Zymo_Mini_Prep_CS_005_Air_Swab_S30,Burkholderia contaminans,488447,S,1043366,175314,1218680,0.23766
2024-10-28,Zymo_Mini_Prep_CS_005_Air_Swab_S30,Bradyrhizobium sp. SK17,2057741,S,298377,26828,325205,0.06342
2024-10-28,Zymo_Mini_Prep_CS_005_Right_Eye_S17,Burkholderia contaminans,488447,S,125782,21139,146921,0.22280
2024-10-28,Zymo_Mini_Prep_CS_005_Right_Eye_S17,Bradyrhizobium sp. SK17,2057741,S,35251,3079,38330,0.05812
2024-10-28,Zymo_Mini_Prep_CS_006_7_8_Air_Swab_S14,Burkholderia contaminans,488447,S,409938,69415,479353,0.24021
2024-10-28,Zymo_Mini_Prep_CS_006_7_8_Air_Swab_S14,Bradyrhizobium sp. SK17,2057741,S,107149,10122,117271,0.05877
2024-10-28,Zymo_Mini_Prep_CS_006_Left_Eye_S79,Burkholderia contaminans,488447,S,90494,16525,107019,0.23599
2024-10-28,Zymo_Mini_Prep_CS_006_Left_Eye_S79,Bradyrhizobium sp. SK17,2057741,S,29762,2481,32243,0.07110
2024-10-28,Zymo_Mini_Prep_CS_007_Right_Eye_S68,Burkholderia contaminans,488447,S,121766,20299,142065,0.24256
2024-10-28,Zymo_Mini_Prep_CS_007_Right_Eye_S68,Bradyrhizobium sp. SK17,2057741,S,34206,2998,37204,0.06352
2024-10-28,Zymo_Mini_Prep_CS_008_Left_Eye_S26,Burkholderia contaminans,488447,S,411291,68558,479849,0.25261
2024-10-28,Zymo_Mini_Prep_CS_008_Left_Eye_S26,Bradyrhizobium sp. SK17,2057741,S,106034,9768,115802,0.06096
2024-10-28,Zymo_Mini_Prep_CS_009_10_Air_Swab_S73,Burkholderia contaminans,488447,S,515836,88074,603910,0.24352
2024-10-28,Zymo_Mini_Prep_CS_009_10_Air_Swab_S73,Bradyrhizobium sp. SK17,2057741,S,165139,13566,178705,0.07206
2024-10-28,Zymo_Mini_Prep_CS_010_Left_Eye_S75,Burkholderia contaminans,488447,S,936339,185026,1121365,0.24674
2024-10-28,Zymo_Mini_Prep_CS_010_Left_Eye_S75,Bradyrhizobium sp. SK17,2057741,S,251389,23525,274914,0.06049
2024-03-14,Zymo_Mini_prep_LE_Lt_2_S3,Bradyrhizobium sp. SK17,2057741,S,224241,11911,236152,0.19189
2024-03-14,Zymo_Mini_prep_LE_Lt_2_S3,Burkholderia contaminans,488447,S,260397,46703,307100,0.24955
2024-03-14,Zymo_Mini_prep_LE_Rt_1_S6,Bradyrhizobium sp. SK17,2057741,S,59267,2988,62255,0.16238
2024-03-14,Zymo_Mini_prep_LE_Rt_1_S6,Burkholderia contaminans,488447,S,71211,12310,83521,0.21785
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Bacillus subtilis,1423,S,317262,3326194,3643456,0.06264
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Bacillus intestinalis,1963032,S,10321,3461276,3471597,0.05969
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Listeria monocytogenes,1639,S,6861891,275394,7137285,0.12272
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Staphylococcus aureus,1280,S,5378601,246559,5625160,0.09672
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Lactobacillus fermentum,1613,S,7294623,158998,7453621,0.12815
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Enterococcus faecalis,1351,S,6046048,173241,6219289,0.10693
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Salmonella enterica,28901,S,4931467,4255614,9187081,0.15796
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Escherichia coli,562,S,1502665,5626353,7129018,0.12257
2024-03-14,Zymo_Mini_prep_MCS_1-100_4_S13,Pseudomonas aeruginosa,287,S,2206939,3743108,5950047,0.10230
2024-10-28,Zymo_Mini_Prep_MCS_1_in_OMR_BD801_S9,Salmonella enterica,28901,S,2784428,2627282,5411710,0.26542
2024-10-28,Zymo_Mini_Prep_MCS_1_in_OMR_BD801_S9,Escherichia coli,562,S,605447,2900697,3506144,0.17196
2024-10-28,Zymo_Mini_Prep_MCS_1_in_OMR_BD801_S9,Pseudomonas aeruginosa,287,S,1470264,2606394,4076658,0.19994
2024-10-28,Zymo_Mini_Prep_MCS_1_in_OMR_BD801_S9,Lactobacillus fermentum,1613,S,4171286,54474,4225760,0.20726
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Listeria monocytogenes,1639,S,2626175,108208,2734383,0.14007
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Bacillus subtilis,1423,S,88469,992999,1081468,0.05540
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Staphylococcus aureus,1280,S,2083827,100186,2184013,0.11187
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Lactobacillus fermentum,1613,S,2340137,51034,2391171,0.12248
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Enterococcus faecalis,1351,S,1996489,57083,2053572,0.10519
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Salmonella enterica,28901,S,1458950,1321867,2780817,0.14244
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Escherichia coli,562,S,421395,1627721,2049116,0.10496
2024-10-28,Zymo_Mini_Prep_MCS_2_in_OMR_BH802_S50,Pseudomonas aeruginosa,287,S,700585,1245280,1945865,0.09967
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Bacillus subtilis,1423,S,112863,1203506,1316369,0.06022
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Bacillus intestinalis,1963032,S,3670,1231133,1234803,0.05649
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Staphylococcus aureus,1280,S,2014730,92992,2107722,0.09642
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Listeria monocytogenes,1639,S,1901114,76051,1977165,0.09045
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Lactobacillus fermentum,1613,S,2774590,59230,2833820,0.12964
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Enterococcus faecalis,1351,S,1987638,56630,2044268,0.09352
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Salmonella enterica,28901,S,1966048,1710548,3676596,0.16820
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Escherichia coli,562,S,570057,2166036,2736093,0.12517
2024-10-28,Zymo_Mini_Prep_MCS_7_S25,Pseudomonas aeruginosa,287,S,937418,1602734,2540152,0.11621
2024-10-28,Zymo_Mini_Prep_MCS_HostZero_3_S20,Staphylococcus aureus,1280,S,4092232,176871,4269103,0.21073
2024-10-28,Zymo_Mini_Prep_MCS_HostZero_3_S20,Listeria monocytogenes,1639,S,3330187,129736,3459923,0.17079
2024-10-28,Zymo_Mini_Prep_MCS_HostZero_3_S20,Bacillus subtilis,1423,S,96062,984772,1080834,0.05335
2024-10-28,Zymo_Mini_Prep_MCS_HostZero_3_S20,Bacillus intestinalis,1963032,S,3217,1011208,1014425,0.05007
2024-10-28,Zymo_Mini_Prep_MCS_HostZero_3_S20,Lactobacillus fermentum,1613,S,4447273,95505,4542778,0.22424
2024-10-28,Zymo_Mini_Prep_MCS_HostZero_3_S20,Enterococcus faecalis,1351,S,3868068,106740,3974808,0.19620
2024-10-28,Zymo_Mini_Prep_MCS_MolYsis_1_S49,Listeria monocytogenes,1639,S,3658640,142284,3800924,0.21508
2024-10-28,Zymo_Mini_Prep_MCS_MolYsis_1_S49,Staphylococcus aureus,1280,S,3608850,160363,3769213,0.21328
2024-10-28,Zymo_Mini_Prep_MCS_MolYsis_1_S49,Lactobacillus fermentum,1613,S,4034197,85095,4119292,0.23309
2024-10-28,Zymo_Mini_Prep_MCS_MolYsis_1_S49,Enterococcus faecalis,1351,S,2378589,65498,2444087,0.13830
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Bacillus subtilis,1423,S,124583,1212420,1337003,0.05443
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Bacillus intestinalis,1963032,S,4151,1357990,1362141,0.05545
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Listeria monocytogenes,1639,S,2758397,111622,2870019,0.11684
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Staphylococcus aureus,1280,S,2637858,122744,2760602,0.11239
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Lactobacillus fermentum,1613,S,2842666,59916,2902582,0.11817
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Enterococcus faecalis,1351,S,2633874,77407,2711281,0.11038
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Salmonella enterica,28901,S,1828280,1561324,3389604,0.13799
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Escherichia coli,562,S,534223,2004859,2539082,0.10337
2024-10-28,Zymo_Mini_Prep_MCS_NEB_5_S76,Pseudomonas aeruginosa,287,S,835756,1424369,2260125,0.09201
2024-10-28,Zymo_Mini_Prep_OMR1_BD801_S69,Burkholderia contaminans,488447,S,339189,62089,401278,0.23521
2024-10-28,Zymo_Mini_Prep_OMR1_BD801_S69,Bradyrhizobium sp. SK17,2057741,S,96185,8245,104430,0.06121
2024-10-28,Zymo_Mini_Prep_OMR2_BH802_S7,Burkholderia contaminans,488447,S,1043895,189624,1233519,0.24834
2024-10-28,Zymo_Mini_Prep_OMR2_BH802_S7,Bradyrhizobium sp. SK17,2057741,S,299944,26820,326764,0.06579
2024-10-28,Zymo_Mini_Prep_OMR_8_S36,Burkholderia contaminans,488447,S,784765,132899,917664,0.23322
2024-10-28,Zymo_Mini_Prep_OMR_8_S36,Bradyrhizobium sp. SK17,2057741,S,213626,19386,233012,0.05922
2024-10-28,Zymo_Mini_Prep_OMR_HostZero_4_S1,Bradyrhizobium sp. SK17,2057741,S,394116,22205,416321,0.15642
2024-10-28,Zymo_Mini_Prep_OMR_HostZero_4_S1,Burkholderia contaminans,488447,S,497391,85805,583196,0.21912
2024-10-28,Zymo_Mini_Prep_OMR_MolYsis_2_S16,Burkholderia contaminans,488447,S,567202,95712,662914,0.22133
2024-10-28,Zymo_Mini_Prep_OMR_MolYsis_2_S16,Bradyrhizobium sp. SK17,2057741,S,162927,14065,176992,0.05909
2024-10-28,Zymo_Mini_Prep_OMR_NEB_6_S55,Burkholderia contaminans,488447,S,1805569,361718,2167287,0.24505
2024-10-28,Zymo_Mini_Prep_OMR_NEB_6_S55,Bradyrhizobium sp. SK17,2057741,S,511547,45113,556660,0.06294
2024-10-28,Zymo_Mini_Prep_Water_S65,Burkholderia contaminans,488447,S,860853,148945,1009798,0.24485
2024-10-28,Zymo_Mini_Prep_Water_S65,Bradyrhizobium sp. SK17,2057741,S,260068,22562,282630,0.06853
