sample_id,sample_name,sequencing_date,taxonomy_name,taxonomy_id,taxonomy_lvl,assigned_reads,added_reads,total_reads,fraction_total_reads
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium frederiksbergense,117567,S,4880,1334,6214,0.00184
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium madagascariense,212765,S,5683,72,5755,0.0017
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium mageritense,53462,S,5392,300,5692,0.00168
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Microbacterium sp. TPU 3598,1938334,S,5074,575,5649,0.00167
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Microbacterium sp. CBA3102,2603598,S,4846,789,5635,0.00166
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Burkholderia pyrrocinia,60550,S,4798,810,5608,0.00166
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Achromobacter xylosoxidans,85698,S,4432,971,5403,0.0016
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium hassiacum,46351,S,3958,1441,5399,0.00159
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas sp. LM2,1938605,S,5033,227,5260,0.00155
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium monacense,85693,S,1117,4144,5261,0.00155
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium anyangense,1431246,S,5145,108,5253,0.00155
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Microbacterium sp. 1S1,2606451,S,3411,1774,5185,0.00153
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas subvibrioides,74313,S,4923,230,5153,0.00152
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium goodii,134601,S,4714,421,5135,0.00152
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium pulveris,36813,S,4797,295,5092,0.0015
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas mediterranea,74329,S,3844,1225,5069,0.0015
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Burkholderia vietnamiensis,60552,S,1805,3226,5031,0.00149
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Burkholderia multivorans,87883,S,4367,657,5024,0.00148
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium moriokaense,39691,S,4934,88,5022,0.00148
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas sp. MF30-B,2561924,S,4604,168,4772,0.00141
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Sphingomonas sp. LM7,1938607,S,4577,193,4770,0.00141
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium celeriflavum,1249101,S,4370,357,4727,0.0014
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycobacterium dioxanotrophicus,482462,S,4430,246,4676,0.00138
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Agromyces protaetiae,2509455,S,4279,380,4659,0.00138
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycobacterium sp. THAF192,2587868,S,2047,2604,4651,0.00137
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas sp. M20,2591463,S,4327,198,4525,0.00134
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Clavibacter michiganensis,28447,S,4388,149,4537,0.00134
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas vancanneytii,1325724,S,774,3750,4524,0.00134
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Bradyrhizobium betae,244734,S,3834,673,4507,0.00133
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Paraburkholderia xenovorans,36873,S,3717,707,4424,0.00131
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Leifsonia xyli,1575,S,4198,200,4398,0.0013
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium doricum,126673,S,3153,1173,4326,0.00128
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Sphingomonas koreensis,93064,S,2789,1534,4323,0.00128
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Mycolicibacterium chitae,1792,S,3813,504,4317,0.00127
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Sphingomonas sp. Cra20,1327635,S,4148,118,4266,0.00126
jhu00124,Zymo_Mini_Prep_Water_S65,2024-10-28,Brevundimonas sp. Bb-A,2560058,S,1181,2951,4132,0.00122
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Cutibacterium acnes,1747,S,933,6,939,0.23569
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Malassezia restricta,76775,S,285,0,285,0.07154
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Meiothermus silvanus,52022,S,255,1,256,0.06426
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Mycolicibacterium phocaicum,319706,S,242,4,246,0.06175
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Trypanosoma cruzi,5693,S,191,53,244,0.06124
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Curtobacterium flaccumfaciens,2035,S,224,3,227,0.05698
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Xanthomonas campestris,339,S,191,2,193,0.04844
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Staphylococcus epidermidis,1282,S,66,97,163,0.04091
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Delftia tsuruhatensis,180282,S,122,38,160,0.04016
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Rhizobium oryzihabitans,2267833,S,142,6,148,0.03715
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Cutibacterium granulosum,33011,S,122,1,123,0.03087
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Pseudomonas aeruginosa,287,S,22,85,107,0.02686
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Cryptosporidium hominis,237895,S,82,23,105,0.02636
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Pseudomonas tolaasii,29442,S,40,45,85,0.02134
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Malassezia globosa,76773,S,76,0,76,0.01908
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Escherichia coli,562,S,3,57,60,0.01506
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Sphingopyxis fribergensis,1515612,S,48,5,53,0.0133
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Streptococcus pneumoniae,1313,S,4,38,42,0.01054
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Lactococcus lactis,1358,S,11,29,40,0.01004
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Staphylococcus capitis,29388,S,31,6,37,0.00929
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Pseudomonas sp. phDV1,253237,S,14,20,34,0.00853
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Modestobacter marinus,477641,S,34,0,34,0.00853
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Sphingopyxis macrogoltabida,33050,S,31,3,34,0.00853
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Novosphingobium resinovorum,158500,S,29,3,32,0.00803
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Acinetobacter johnsonii,40214,S,14,17,31,0.00778
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Pseudomonas denitrificans (nom. rej.),43306,S,28,1,29,0.00728
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Pasteurella multocida,747,S,9,19,28,0.00703
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Dermacoccus nishinomiyaensis,1274,S,27,0,27,0.00678
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Sphingopyxis sp. PAMC25046,2565556,S,21,3,24,0.00602
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Streptomyces lividans,1916,S,15,8,23,0.00577
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Agrobacterium tumefaciens,358,S,19,2,21,0.00527
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Pseudomonas oleovorans,301,S,12,8,20,0.00502
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Delftia acidovorans,80866,S,13,7,20,0.00502
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Citrobacter sp. Y3,2716879,S,1,18,19,0.00477
jhu00125,10_Zymo_Micro_Prep_CS_010_Right_Eye_S90,2025-03-14,Neisseria sicca,490,S,17,2,19,0.00477
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Cutibacterium acnes,1747,S,34787,325,35112,0.18259
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Meiothermus silvanus,52022,S,21623,81,21704,0.11287
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Delftia tsuruhatensis,180282,S,14912,3184,18096,0.0941
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Xanthomonas campestris,339,S,16057,320,16377,0.08517
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Mycolicibacterium phocaicum,319706,S,9876,364,10240,0.05325
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas aeruginosa,287,S,1730,4828,6558,0.0341
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Rhizobium oryzihabitans,2267833,S,5376,603,5979,0.03109
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Malassezia restricta,76775,S,5440,2,5442,0.0283
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Escherichia coli,562,S,421,3986,4407,0.02292
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Trypanosoma cruzi,5693,S,3378,635,4013,0.02087
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Delftia acidovorans,80866,S,1974,1011,2985,0.01552
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Salmonella enterica,28901,S,660,2259,2919,0.01518
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Paracoccus sp. Arc7-R13,2500532,S,2265,98,2363,0.01229
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Dermacoccus nishinomiyaensis,1274,S,2247,67,2314,0.01203
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Moraxella osloensis,34062,S,2222,31,2253,0.01172
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Streptococcus thermophilus,1308,S,1958,251,2209,0.01149
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis fribergensis,1515612,S,1666,254,1920,0.00998
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Novosphingobium resinovorum,158500,S,1518,235,1753,0.00912
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Staphylococcus saprophyticus,29385,S,1579,102,1681,0.00874
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Shigella flexneri,623,S,17,1604,1621,0.00843
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Gordonia bronchialis,2054,S,1549,64,1613,0.00839
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Cryptosporidium hominis,237895,S,1248,356,1604,0.00834
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Acinetobacter johnsonii,40214,S,839,432,1271,0.00661
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Staphylococcus aureus,1280,S,199,1054,1253,0.00652
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas oleovorans,301,S,695,476,1171,0.00609
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Curtobacterium flaccumfaciens,2035,S,1123,24,1147,0.00596
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas sp. phDV1,253237,S,572,574,1146,0.00596
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis macrogoltabida,33050,S,947,128,1075,0.00559
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Streptomyces lividans,1916,S,775,294,1069,0.00556
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis sp. PAMC25046,2565556,S,878,156,1034,0.00538
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Mycolicibacterium aubagnense,319707,S,983,50,1033,0.00537
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Agrobacterium tumefaciens,358,S,822,188,1010,0.00525
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Staphylococcus epidermidis,1282,S,673,231,904,0.0047
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Micrococcus luteus,1270,S,570,199,769,0.004
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas tolaasii,29442,S,605,137,742,0.00386
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas denitrificans (nom. rej.),43306,S,714,20,734,0.00382
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Lactococcus lactis,1358,S,481,232,713,0.00371
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis sp. QXT-31,1357916,S,661,29,690,0.00359
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Cutibacterium granulosum,33011,S,676,14,690,0.00359
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Candida parapsilosis,5480,S,623,0,623,0.00324
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pasteurella multocida,747,S,60,560,620,0.00322
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas nitroreducens,46680,S,516,93,609,0.00317
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Rhizobium pusense,648995,S,383,203,586,0.00305
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Klebsiella michiganensis,1134687,S,302,281,583,0.00303
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Corynebacterium kroppenstedtii,161879,S,571,7,578,0.00301
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Stenotrophomonas maltophilia,40324,S,439,137,576,0.003
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Thermus thermophilus,274,S,267,307,574,0.00298
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas putida,303,S,362,209,571,0.00297
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Phyllobacterium zundukense,1867719,S,559,10,569,0.00296
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Staphylococcus hominis,1290,S,525,43,568,0.00295
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Staphylococcus cohnii,29382,S,525,43,568,0.00295
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingobium yanoikuyae,13690,S,365,190,555,0.00289
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Delftia sp. Cs1-4,742013,S,305,237,542,0.00282
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Delftia sp. HK171,1920191,S,291,249,540,0.00281
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Bradyrhizobium sp. SK17,2057741,S,475,48,523,0.00272
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Paracoccus sp. AK26,2589076,S,511,6,517,0.00269
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis sp. EG6,1874061,S,420,89,509,0.00265
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Streptococcus mitis,28037,S,434,59,493,0.00256
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas multiresinivorans,95301,S,395,73,468,0.00243
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Caulobacter vibrioides,155892,S,408,56,464,0.00241
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingomonas sp. IC081,304378,S,382,56,438,0.00228
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Micromonospora aurantiaca,47850,S,169,270,439,0.00228
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Brevundimonas mediterranea,74329,S,386,35,421,0.00219
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Novosphingobium sp. P6W,1609758,S,401,6,407,0.00212
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Paracoccus yeei,147645,S,301,103,404,0.0021
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Caulobacter segnis,88688,S,349,37,386,0.00201
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Achromobacter xylosoxidans,85698,S,343,37,380,0.00198
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Acinetobacter lwoffii,28090,S,164,202,366,0.0019
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Acinetobacter baumannii,470,S,78,279,357,0.00186
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis sp. FD7,1914525,S,310,35,345,0.00179
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis alaskensis,117207,S,330,14,344,0.00179
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas stutzeri,316,S,313,27,340,0.00177
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingopyxis lindanitolerans,2054227,S,280,52,332,0.00173
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Xanthomonas euvesicatoria,456327,S,189,140,329,0.00171
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Brachybacterium saurashtrense,556288,S,304,22,326,0.0017
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Streptococcus oralis,1303,S,247,72,319,0.00166
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Eimeria acervulina,5801,S,313,4,317,0.00165
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Pseudomonas mendocina,300,S,298,17,315,0.00164
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Haemophilus parainfluenzae,729,S,301,10,311,0.00162
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Kocuria rosea,1275,S,298,9,307,0.0016
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Mycobacterium sp. YC-RL4,1682113,S,277,27,304,0.00158
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Staphylococcus capitis,29388,S,274,20,294,0.00153
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Klebsiella pneumoniae,573,S,90,200,290,0.00151
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Bacillus subtilis,1423,S,11,276,287,0.00149
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Streptococcus sanguinis,1305,S,277,6,283,0.00147
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Janibacter indicus,857417,S,270,10,280,0.00146
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Rothia mucilaginosa,43675,S,277,3,280,0.00146
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Malassezia globosa,76773,S,280,0,280,0.00146
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Corynebacterium segmentosum,43990,S,269,4,273,0.00142
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Caulobacter flavus,1679497,S,258,16,274,0.00142
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Brachybacterium faecium,43669,S,244,22,266,0.00138
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Caulobacter sp. FWC26,69665,S,223,38,261,0.00136
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Sphingomonas melonis,152682,S,173,75,248,0.00129
jhu00126,11_Zymo_Micro_Prep_CS_007_Air_Swab_S91,2025-03-14,Lactobacillus fermentum,1613,S,228,16,244,0.00127
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Cutibacterium acnes,1747,S,54425,467,54892,0.16178
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Delftia tsuruhatensis,180282,S,22593,5165,27758,0.08181
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Meiothermus silvanus,52022,S,26884,98,26982,0.07952
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Malassezia restricta,76775,S,23277,3,23280,0.06861
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Xanthomonas campestris,339,S,20677,403,21080,0.06213
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Mycolicibacterium phocaicum,319706,S,18983,636,19619,0.05782
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Trypanosoma cruzi,5693,S,13730,3619,17349,0.05113
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Rhizobium oryzihabitans,2267833,S,12239,1268,13507,0.03981
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Escherichia coli,562,S,280,9792,10072,0.02968
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Malassezia globosa,76773,S,9060,2,9062,0.02671
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Cryptosporidium hominis,237895,S,5521,2598,8119,0.02393
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Pseudomonas aeruginosa,287,S,1595,6172,7767,0.02289
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Pseudomonas tolaasii,29442,S,3351,2678,6029,0.01777
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Staphylococcus epidermidis,1282,S,2517,2649,5166,0.01523
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Sphingopyxis fribergensis,1515612,S,4077,637,4714,0.01389
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Delftia acidovorans,80866,S,3029,1605,4634,0.01366
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Acinetobacter johnsonii,40214,S,2578,1772,4350,0.01282
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Novosphingobium resinovorum,158500,S,3454,545,3999,0.01179
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Streptomyces lividans,1916,S,2938,494,3432,0.01011
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Pasteurella multocida,747,S,55,2973,3028,0.00892
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Moraxella osloensis,34062,S,2907,71,2978,0.00878
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Sphingopyxis macrogoltabida,33050,S,2061,288,2349,0.00692
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Sphingopyxis sp. PAMC25046,2565556,S,1905,363,2268,0.00668
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Agrobacterium tumefaciens,358,S,1651,445,2096,0.00618
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Mycolicibacterium aubagnense,319707,S,1735,80,1815,0.00535
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Dermacoccus nishinomiyaensis,1274,S,1728,32,1760,0.00519
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Staphylococcus capitis,29388,S,1460,199,1659,0.00489
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Corynebacterium jeikeium,38289,S,1312,339,1651,0.00487
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Lactococcus lactis,1358,S,574,1039,1613,0.00475
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Rhizobium pusense,648995,S,1044,480,1524,0.00449
jhu00127,12_Zymo_Micro_Prep_CS_010_Air_Swab_S92,2025-03-14,Curtobacterium flaccumfaciens,2035,S,1411,31,1442,0.00425
